Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
interp,/usr/local/lib/R/site-library,1.1-3,,R (>= 3.5.0),"Rcpp (>= 0.12.9), deldir","Rcpp, RcppEigen","sp, Deriv, Ryacas, ggplot2, gridExtra, lattice, stringi,
stringr",RcppEigen,GPL (>= 2),,,,,yes,4.2.1
ipred,/usr/local/lib/R/site-library,0.9-13,,R (>= 2.10),"rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim",,"mvtnorm, mlbench, TH.data, randomForest, party",,GPL (>= 2),,,,,yes,4.2.1
isoband,/usr/local/lib/R/site-library,0.2.7,,,"grid, utils",,"covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2",,MIT + file LICENSE,,,,,yes,4.2.2
iterators,/usr/local/lib/R/site-library,1.0.14,,"R (>= 2.5.0), utils",,,"RUnit, foreach",,Apache License (== 2.0),,,,,no,4.2.1
jpeg,/usr/local/lib/R/site-library,0.1-10,,R (>= 2.9.0),,,,,GPL-2 | GPL-3,,,,,yes,4.2.2
jquerylib,/usr/local/lib/R/site-library,0.1.4,,,htmltools,,testthat,,MIT + file LICENSE,,,,,no,4.2.1
jsonify,/usr/local/lib/R/site-library,1.2.2,,R (>= 3.3.0),Rcpp (>= 0.12.18),"rapidjsonr (>= 1.2.0), Rcpp","covr, testthat, knitr, rmarkdown",,MIT + file LICENSE,,,,,yes,4.2.2
jsonlite,/usr/local/lib/R/site-library,1.8.4,,methods,,,"httr, vctrs, testthat, knitr, rmarkdown, R.rsp, sf",,MIT + file LICENSE,,,,,yes,4.2.2
knitr,/usr/local/lib/R/site-library,1.41,,R (>= 3.3.0),"evaluate (>= 0.15), highr, methods, stringr (>= 0.6), yaml (>=
2.1.19), xfun (>= 0.34), tools",,"markdown (>= 1.3), formatR, testit, digest, rgl (>=
0.95.1201), codetools, rmarkdown, htmlwidgets (>= 0.7),
webshot, tikzDevice (>= 0.10), tinytex, reticulate (>= 1.4),
JuliaCall (>= 0.11.1), magick, png, jpeg, gifski, xml2 (>=
1.2.0), httr, DBI (>= 0.4-1), showtext, tibble, sass, bslib,
ragg, gridSVG, styler (>= 1.2.0), targets (>= 0.6.0)",,GPL,,,,,no,4.2.2
labeling,/usr/local/lib/R/site-library,0.4.2,,,"stats, graphics",,,,MIT + file LICENSE | Unlimited,,,,,no,4.2.1
lars,/usr/local/lib/R/site-library,1.3,,R (>= 2.10),,,,,GPL-2,,,,,yes,4.2.2
later,/usr/local/lib/R/site-library,1.3.0,,,"Rcpp (>= 0.12.9), rlang",Rcpp,"knitr, rmarkdown, testthat (>= 2.1.0)",,MIT + file LICENSE,,,,,yes,4.2.1
latticeExtra,/usr/local/lib/R/site-library,0.6-30,,"R (>= 3.6.0), lattice","grid, stats, utils, grDevices, png, jpeg, RColorBrewer,
interp, MASS",,"maps, mapproj, deldir, quantreg, zoo, mgcv",,GPL (>= 2),,,,,no,4.2.1
lava,/usr/local/lib/R/site-library,1.6.10,,R (>= 3.0),"future.apply, progressr, grDevices, graphics, methods,
numDeriv, stats, survival, SQUAREM, utils",,"KernSmooth, Matrix, Rgraphviz, data.table, ellipse, fields,
geepack, gof (>= 0.9), graph, knitr, bookdown, rmarkdown,
igraph (>= 0.6), lava.tobit (>= 0.4.7), lavaSearch2, lme4,
magrittr, mets (>= 1.1), nlme, optimx, polycor, quantreg, rgl,
R.rsp (>= 0.40), testthat (>= 0.11), visNetwork, zoo",,GPL-3,,,,,no,4.2.1
lazyeval,/usr/local/lib/R/site-library,0.2.2,,R (>= 3.1.0),,,"knitr, rmarkdown (>= 0.2.65), testthat, covr",,GPL-3,,,,,yes,4.2.1
leafem,/usr/local/lib/R/site-library,0.2.0,,R (>= 3.1.0),"base64enc, geojsonsf, htmltools (>= 0.3), htmlwidgets, leaflet
(>= 2.0.1), methods, raster, sf, png",,"clipr, leafgl, mapdeck, plainview, rgdal, stars",,MIT + file LICENSE,,,,,no,4.2.2
leaflet,/usr/local/lib/R/site-library,2.1.1,,R (>= 3.1.0),"base64enc, crosstalk, htmlwidgets (>= 1.5.4), htmltools,
magrittr, markdown, methods, png, RColorBrewer, raster, scales
(>= 1.0.0), sp, stats, viridis (>= 0.5.1), leaflet.providers
(>= 1.8.0)",,"knitr, maps, sf (>= 0.9-6), shiny, rgdal, rgeos, R6, RJSONIO,
purrr, testthat (>= 3.0.0), s2",,GPL-3,,,,,no,4.2.2
leaflet.extras,/usr/local/lib/R/site-library,1.0.0,,"R (>= 3.1.0), leaflet (>= 2.0.0)","htmlwidgets, htmltools, stringr, magrittr",,"jsonlite, readr",,GPL-3 | file LICENSE,,,,,no,4.2.2
leaflet.providers,/usr/local/lib/R/site-library,1.9.0,,R (>= 2.10),,,"V8, jsonlite, testthat (>= 2.1.0)",,BSD_2_clause + file LICENSE,,,,,no,4.2.2
leafpop,/usr/local/lib/R/site-library,0.1.0,,,"base64enc, brew, htmltools, htmlwidgets, sf, svglite, uuid",,"lattice, leaflet (>= 2.0.0), sp",,MIT + file LICENSE,,,,,no,4.2.2
leaps,/usr/local/lib/R/site-library,3.1,,,,,biglm,,GPL (>= 2),,,,,yes,4.2.2
lifecycle,/usr/local/lib/R/site-library,1.0.3,,R (>= 3.4),"cli (>= 3.4.0), glue, rlang (>= 1.0.6)",,"covr, crayon, knitr, lintr, rmarkdown, testthat (>= 3.0.1),
tibble, tidyverse, tools, vctrs, withr",,MIT + file LICENSE,,,,,no,4.2.1
linprog,/usr/local/lib/R/site-library,0.9-4,,"R (>= 2.4.0), lpSolve",,,,,GPL (>= 2),,,,,no,4.2.2
lintr,/usr/local/lib/R/site-library,3.0.2,,R (>= 3.2),"backports, codetools, crayon, cyclocomp, digest, glue,
jsonlite, knitr, rex, stats, utils, xml2 (>= 1.0.0),
xmlparsedata (>= 1.0.5)",,"covr, httr (>= 1.2.1), mockery, patrick, pkgdown, rmarkdown,
rstudioapi (>= 0.2), testthat (>= 3.0.0), tibble, withr (>=
2.5.0)",,MIT + file LICENSE,,,,,no,4.2.1
listenv,/usr/local/lib/R/site-library,0.9.0,,R (>= 3.1.2),,,"R.utils, R.rsp, markdown",,LGPL (>= 2.1),,,,,no,4.2.2
lme4,/usr/local/lib/R/site-library,1.1-30,,"R (>= 3.2.0), Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)","Rcpp (>= 0.10.5), RcppEigen","knitr, rmarkdown, MEMSS, testthat (>= 0.8.1), ggplot2,
mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR3,
numDeriv, car, dfoptim, mgcv, statmod, rr2, semEff, tibble,
merDeriv",,GPL (>= 2),,,,,yes,4.2.1
lpSolve,/usr/local/lib/R/site-library,5.6.18,,,,,,,LGPL-2,,,,,yes,4.2.2
lubridate,/usr/local/lib/R/site-library,1.9.2,,"methods, R (>= 3.2)","generics, timechange (>= 0.1.1)",,"covr, knitr, rmarkdown, testthat (>= 2.1.0), vctrs (>= 0.5.0)","chron, data.table, timeDate, tis, zoo",GPL (>= 2),,,,,yes,4.2.2
lwgeom,/usr/local/lib/R/site-library,0.2-11,,R (>= 3.3.0),"Rcpp, units, sf (>= 0.9-3)","Rcpp, sf (>= 0.6-0)","covr, sp, geosphere, testthat",,GPL-2,,,,,yes,4.2.2
magic,/usr/local/lib/R/site-library,1.6-1,,"R (>= 2.10), abind",,,,,GPL-2,,,,,no,4.2.2
magrittr,/usr/local/lib/R/site-library,2.0.3,,R (>= 3.4.0),,,"covr, knitr, rlang, rmarkdown, testthat",,MIT + file LICENSE,,,,,yes,4.2.1
mapproj,/usr/local/lib/R/site-library,1.2.11,,"R (>= 3.0.0), maps (>= 2.3-0)","stats, graphics",,,,Lucent Public License,,,,,yes,4.2.2
maps,/usr/local/lib/R/site-library,3.4.1,,R (>= 3.5.0),"graphics, utils",,"mapproj (>= 1.2-0), mapdata (>= 2.3.0), sp, rnaturalearth",,GPL-2,,,,,yes,4.2.2
mapview,/usr/local/lib/R/site-library,2.11.0,,"methods, R (>= 3.6.0)","base64enc, htmltools, htmlwidgets, lattice, leafem, leaflet
(>= 2.0.0), leafpop, png, raster, satellite, scales (>= 0.2.5),
servr, sf, sp, webshot",,"covr, knitr, later, leaflet.extras2, leafsync, lwgeom,
mapdeck, plainview, poorman, rgdal, rmarkdown, rstudioapi, s2,
stars, tinytest",,GPL (>= 3) | file LICENSE,,,,,no,4.2.2
markdown,/usr/local/lib/R/site-library,1.4,,R (>= 2.11.1),"utils, commonmark, xfun, mime (>= 0.3)",,"knitr, rmarkdown (>= 2.18), yaml, RCurl",,GPL-2,,,,,no,4.2.2
MatrixModels,/usr/local/lib/R/site-library,0.5-1,,R (>= 3.6.0),"stats, methods, Matrix (>= 1.4-2)",,,,GPL (>= 2),,,,,no,4.2.1
matrixStats,/usr/local/lib/R/site-library,0.63.0,,R (>= 2.12.0),,,"base64enc, ggplot2, knitr, markdown, microbenchmark,
R.devices, R.rsp",,Artistic-2.0,,,,,yes,4.2.2
maxnet,/usr/local/lib/R/site-library,0.1.4,,,glmnet,,,,MIT + file LICENSE,,,,,no,4.2.1
mda,/usr/local/lib/R/site-library,0.5-3,,"R (>= 3.5.0), stats, class",,,"earth, testthat",,GPL-2,,,,,yes,4.2.1
memoise,/usr/local/lib/R/site-library,2.0.1,,,"rlang (>= 0.4.10), cachem",,"digest, aws.s3, covr, googleAuthR, googleCloudStorageR, httr,
testthat",,MIT + file LICENSE,,,,,no,4.2.1
mime,/usr/local/lib/R/site-library,0.12,,,tools,,,,GPL,,,,,yes,4.2.1
miniUI,/usr/local/lib/R/site-library,0.1.1.1,,,"shiny (>= 0.13), htmltools (>= 0.3), utils",,,,GPL-3,,,,,no,4.2.1
minpack.lm,/usr/local/lib/R/site-library,1.2-3,,,,,MASS,,GPL-3,,,,,yes,4.2.2
minqa,/usr/local/lib/R/site-library,1.2.5,,,Rcpp (>= 0.9.10),Rcpp,,,GPL-2,,,,,yes,4.2.1
mockery,/usr/local/lib/R/site-library,0.4.3,,,testthat,,"knitr, R6, rmarkdown (>= 1.0)",,MIT + file LICENSE,,,,,no,4.2.1
ModelMetrics,/usr/local/lib/R/site-library,1.2.2.2,,R (>= 3.2.2),"Rcpp, data.table",Rcpp,testthat,,GPL (>= 2),,,,,yes,4.2.1
munsell,/usr/local/lib/R/site-library,0.5.0,,,"colorspace, methods",,"ggplot2, testthat",,MIT + file LICENSE,,,,,no,4.2.1
nloptr,/usr/local/lib/R/site-library,2.0.3,,,,testthat,"knitr, rmarkdown, xml2, testthat (>= 3.0.0), covr",,LGPL (>= 3),,,,,yes,4.2.1
numDeriv,/usr/local/lib/R/site-library,2016.8-1.1,,R (>= 2.11.1),,,,,GPL-2,,,,,no,4.2.1
oai,/usr/local/lib/R/site-library,0.3.2,,,"xml2 (>= 1.0.0), httr (>= 1.2.0), plyr (>= 1.8.4), stringr (>=
1.1.0), tibble (>= 1.2)",,"DBI, knitr, RSQLite, testthat, markdown",,MIT + file LICENSE,,,,,no,4.2.1
openssl,/usr/local/lib/R/site-library,2.0.5,,,askpass,,"curl, testthat (>= 2.1.0), digest, knitr, rmarkdown,
jsonlite, jose, sodium",,MIT + file LICENSE,,,,,yes,4.2.2
packrat,/usr/local/lib/R/site-library,0.8.1,,R (>= 3.0.0),"tools, utils",,"testthat (>= 3.0.0), devtools, httr, knitr, rmarkdown",,GPL-2,,,,,no,4.2.1
parallelly,/usr/local/lib/R/site-library,1.34.0,,,"parallel, tools, utils",,,,LGPL (>= 2.1),,,,,no,4.2.2
parsedate,/usr/local/lib/R/site-library,1.3.1,,,,,"covr, testthat, withr",,GPL-2,,,,,yes,4.2.2
pbkrtest,/usr/local/lib/R/site-library,0.5.1,,"R (>= 3.5.0), lme4 (>= 1.1.10)","broom, dplyr, magrittr, MASS, Matrix (>= 1.2.3), methods,
numDeriv, parallel, knitr",,,,GPL (>= 2),,,,,no,4.2.1
pillar,/usr/local/lib/R/site-library,1.8.1,,,"cli (>= 2.3.0), fansi, glue, lifecycle, rlang (>= 1.0.2), utf8
(>= 1.1.0), utils, vctrs (>= 0.3.8)",,"bit64, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nanotime, nycflights13, palmerpenguins,
rmarkdown, scales, stringi, survival, testthat (>= 3.1.1),
tibble, units (>= 0.7.2), vdiffr, withr",,MIT + file LICENSE,,,,,no,4.2.1
pingr,/usr/local/lib/R/site-library,2.0.2,,,"processx, utils",,"covr, testthat",,MIT + file LICENSE,,,,,yes,4.2.2
pixmap,/usr/local/lib/R/site-library,0.4-12,,,"methods, graphics, grDevices",,,,GPL-2,,,,,no,4.2.2
pkgbuild,/usr/local/lib/R/site-library,1.4.0,,R (>= 3.4),"callr (>= 3.2.0), cli (>= 3.4.0), crayon, desc, prettyunits,
processx, R6, rprojroot, withr (>= 2.3.0)",,"covr, cpp11, knitr, mockery, Rcpp, rmarkdown, testthat (>=
3.0.0)",,MIT + file LICENSE,,,,,no,4.2.2
pkgconfig,/usr/local/lib/R/site-library,2.0.3,,,utils,,"covr, testthat, disposables (>= 1.0.3)",,MIT + file LICENSE,,,,,no,4.2.1
pkgdown,/usr/local/lib/R/site-library,2.0.6,,R (>= 3.1.0),"bslib (>= 0.3.1), callr (>= 2.0.2), cli, desc, digest, downlit
(>= 0.4.0), fs (>= 1.4.0), httr (>= 1.4.2), jsonlite, magrittr,
memoise, purrr, ragg, rlang (>= 1.0.0), rmarkdown (>=
1.1.9007), tibble, whisker, withr (>= 2.4.3), xml2 (>= 1.3.1),
yaml",,"covr, diffviewer, evaluate, htmltools, htmlwidgets, knitr,
lifecycle, methods, openssl, pkgload (>= 1.0.2), rsconnect,
rstudioapi, rticles, sass, testthat (>= 3.1.3), tools",,MIT + file LICENSE,,,,,no,4.2.1
pkgload,/usr/local/lib/R/site-library,1.3.2,,R (>= 3.4.0),"cli (>= 3.3.0), crayon, desc, fs, glue, methods, rlang (>=
1.0.3), rprojroot, utils, withr (>= 2.4.3)",,"bitops, covr, mathjaxr, mockr, pak, pkgbuild, Rcpp, remotes,
rstudioapi, testthat (>= 3.1.0)",,GPL-3,,,,,no,4.2.2
plotmo,/usr/local/lib/R/site-library,3.6.2,,"R (>= 3.4.0), Formula (>= 1.2-3), plotrix, TeachingDemos",,,"C50 (>= 0.1.0-24), earth (>= 5.1.2), gbm (>= 2.1.1), glmnet
(>= 2.0.5), glmnetUtils (>= 1.0.3), MASS (>= 7.3-51), mlr (>=
2.12.1), neuralnet (>= 1.33), partykit (>= 1.2-2), pre (>=
0.5.0), rpart (>= 4.1-15), rpart.plot (>= 3.0.8)",,GPL-3,,,,,no,4.2.1
plotrix,/usr/local/lib/R/site-library,3.8-2,,R (>= 3.5.0),"grDevices, graphics, stats, utils",,,,GPL (>= 2),,,,,no,4.2.1
pls,/usr/local/lib/R/site-library,2.8-1,,R (>= 3.5.0),"grDevices, graphics, methods, stats",,"MASS, parallel, Rmpi, testthat, RUnit",,GPL-2,,,,,no,4.2.2
plyr,/usr/local/lib/R/site-library,1.8.8,,R (>= 3.1.0),Rcpp (>= 0.11.0),Rcpp,"abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",,MIT + file LICENSE,,,,,yes,4.2.2
png,/usr/local/lib/R/site-library,0.1-8,,R (>= 2.9.0),,,,,GPL-2 | GPL-3,,,,,yes,4.2.2
polyclip,/usr/local/lib/R/site-library,1.10-4,,R (>= 3.0.0),,,,,BSL,,,,,yes,4.2.1
polynom,/usr/local/lib/R/site-library,1.4-1,,,"stats, graphics",,"knitr, rmarkdown",,GPL-2,,,,,no,4.2.1
praise,/usr/local/lib/R/site-library,1.0.0,,,,,testthat,,MIT + file LICENSE,,,,,no,4.2.1
PresenceAbsence,/usr/local/lib/R/site-library,1.1.11,,R (>= 2.2.0),,,,,Unlimited,,,,,no,4.2.2
prettyunits,/usr/local/lib/R/site-library,1.1.1,,,,,"codetools, covr, testthat",,MIT + file LICENSE,,,,,no,4.2.1
pROC,/usr/local/lib/R/site-library,1.18.0,,R (>= 2.14),"methods, plyr, Rcpp (>= 0.11.1)",Rcpp,"microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",,GPL (>= 3),,,,,yes,4.2.1
processx,/usr/local/lib/R/site-library,3.8.0,,R (>= 3.4.0),"ps (>= 1.2.0), R6, utils",,"callr (>= 3.7.0), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0), withr",,MIT + file LICENSE,,,,,yes,4.2.2
prodlim,/usr/local/lib/R/site-library,2019.11.13,,R (>= 2.9.0),"Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava",Rcpp,,,GPL (>= 2),,,,,yes,4.2.1
profvis,/usr/local/lib/R/site-library,0.3.7,,R (>= 3.0),"htmlwidgets (>= 0.3.2), stringr",,"knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools",,GPL-3 | file LICENSE,,,,,yes,4.2.1
progressr,/usr/local/lib/R/site-library,0.13.0,,R (>= 3.5.0),"digest, utils",,"graphics, tcltk, beepr, cli, crayon, pbmcapply, progress,
purrr, foreach, plyr, doFuture, future, future.apply, furrr,
RPushbullet, rstudioapi, shiny, commonmark, base64enc, tools",,GPL (>= 3),,,,,no,4.2.2
proj4,/usr/local/lib/R/site-library,1.0-12,,R (>= 2.0.0),,,,,GPL-2,,,,,yes,4.2.2
promises,/usr/local/lib/R/site-library,1.2.0.1,,,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling",,MIT + file LICENSE,,,,,yes,4.2.1
proxy,/usr/local/lib/R/site-library,0.4-27,,R (>= 3.4.0),"stats, utils",,cba,,GPL-2,,,,,yes,4.2.1
ps,/usr/local/lib/R/site-library,1.7.2,,R (>= 3.4),utils,,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0),",,MIT + file LICENSE,,,,,yes,4.2.2
purrr,/usr/local/lib/R/site-library,1.0.1,,R (>= 3.4.0),"cli (>= 3.4.0), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 0.4.10), vctrs (>= 0.5.0)",cli,"covr, dplyr (>= 0.7.8), httr, knitr, lubridate, rmarkdown,
testthat (>= 3.0.0), tibble, tidyselect",,MIT + file LICENSE,,,,,yes,4.2.2
quantreg,/usr/local/lib/R/site-library,5.94,,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",,"tripack, interp, rgl, logspline, nor1mix, Formula, zoo,
R.rsp, conquer",,GPL (>= 2),,,,,yes,4.2.1
R6,/usr/local/lib/R/site-library,2.5.1,,R (>= 3.0),,,"testthat, pryr",,MIT + file LICENSE,,,,,no,4.2.1
ragg,/usr/local/lib/R/site-library,1.2.3,,,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat",,MIT + file LICENSE,,,,,yes,4.2.1
randomForest,/usr/local/lib/R/site-library,4.7-1.1,,"R (>= 4.1.0), stats",,,"RColorBrewer, MASS",,GPL (>= 2),,,,,yes,4.2.1
rangeModelMetadata,/usr/local/lib/R/site-library,0.1.4,,R (>= 3.5.0),"dplyr, jsonlite, MASS, raster, rgbif, rgdal, rgeos, shiny, sp,
spatstat, spocc, spThin, utils",,"BIEN, biomod2, dismo, ecospat, googlesheets, knitr, rmarkdown",,GPL (>= 3),,,,,no,4.2.1
rapidjsonr,/usr/local/lib/R/site-library,1.2.0,,,,,,,MIT + file LICENSE,,,,,yes,4.2.2
rappdirs,/usr/local/lib/R/site-library,0.3.3,,R (>= 3.2),,,"roxygen2, testthat (>= 3.0.0), covr, withr",,MIT + file LICENSE,,,,,yes,4.2.1
raster,/usr/local/lib/R/site-library,3.6-14,,"sp (>= 1.4-5), R (>= 3.5.0)","Rcpp, methods, terra (>= 1.6-41)",Rcpp,"ncdf4, igraph, tcltk, parallel, rasterVis, MASS, sf,
tinytest, gstat, fields, exactextractr",,GPL (>= 3),,,,,yes,4.2.2
rasterVis,/usr/local/lib/R/site-library,0.51.5,,"R (>= 3.0.0), methods, lattice (>= 0.20-41)","raster (>= 3.4-13), terra (>= 1.4-9), latticeExtra, stats,
utils, parallel, grid, grDevices, RColorBrewer, hexbin, sp (>=
1.0-6), zoo, viridisLite",,"rgl, ggplot2, colorspace, dichromat, sf",,GPL-3,,,,,no,4.2.2
rbison,/usr/local/lib/R/site-library,1.0.0,,,"plyr, crul (>= 0.7.4), ggplot2, mapproj, grid, sp, dplyr (>=
0.5.0), jsonlite (>= 1.1), data.table, tibble",,"knitr, rmarkdown, testthat, taxize, vcr",,MIT + file LICENSE,,,,,no,4.2.1
rcmdcheck,/usr/local/lib/R/site-library,1.4.0,,,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",,MIT + file LICENSE,,,,,no,4.2.1
RColorBrewer,/usr/local/lib/R/site-library,1.1-3,,R (>= 2.0.0),,,,,Apache License 2.0,,,,,no,4.2.1
Rcpp,/usr/local/lib/R/site-library,1.0.10,,,"methods, utils",,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",,GPL (>= 2),,,,,yes,4.2.2
RcppEigen,/usr/local/lib/R/site-library,0.3.3.9.3,,R (>= 3.6.0),"Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils",Rcpp,"inline, tinytest, pkgKitten, microbenchmark",,GPL (>= 2) | file LICENSE,,,,,yes,4.2.2
RcppProgress,/usr/local/lib/R/site-library,0.4.2,,,,,"RcppArmadillo, devtools, roxygen2, testthat",,GPL (>= 3),,,,,no,4.2.2
rebird,/usr/local/lib/R/site-library,1.3.0,,R (>= 2.10),"methods, utils, stats, httr (>= 1.0.0), jsonlite, dplyr,
assertthat",,"knitr, rmarkdown, testthat, covr",,MIT + file LICENSE,,,,,no,4.2.1
recipes,/usr/local/lib/R/site-library,1.0.2,,"dplyr, R (>= 3.4)","cli, ellipsis, generics (>= 0.1.2), glue, gower, hardhat (>=
1.2.0), ipred (>= 0.9-12), lifecycle (>= 1.0.3), lubridate (>=
1.8.0), magrittr, Matrix, purrr (>= 0.2.3), rlang (>= 1.0.3),
stats, tibble, tidyr (>= 1.0.0), tidyselect (>= 1.2.0),
timeDate, utils, vctrs, withr",,"covr, ddalpha, dials (>= 1.0.0), ggplot2, igraph, kernlab,
knitr, modeldata (>= 0.1.1), parsnip (>= 0.1.7), RANN,
RcppRoll, rmarkdown, rpart, rsample, RSpectra, splines2,
testthat (>= 3.0.0), workflows, xml2",,MIT + file LICENSE,,,,,no,4.2.1
rematch,/usr/local/lib/R/site-library,1.0.1,,,,,"covr, testthat",,MIT + file LICENSE,,,,,no,4.2.1
rematch2,/usr/local/lib/R/site-library,2.1.2,,,tibble,,"covr, testthat",,MIT + file LICENSE,,,,,no,4.2.1
remotes,/usr/local/lib/R/site-library,2.4.2,,R (>= 3.0.0),"methods, stats, tools, utils",,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",,MIT + file LICENSE,,,,,no,4.2.1
reshape,/usr/local/lib/R/site-library,0.8.9,,R (>= 2.6.1),plyr,,,,MIT + file LICENSE,,,,,yes,4.2.1
reshape2,/usr/local/lib/R/site-library,1.4.4,,R (>= 3.1),"plyr (>= 1.8.1), Rcpp, stringr",Rcpp,"covr, lattice, testthat (>= 0.8.0)",,MIT + file LICENSE,,,,,yes,4.2.1
rex,/usr/local/lib/R/site-library,1.2.1,,,lazyeval,,"covr, dplyr, ggplot2, Hmisc, knitr, magrittr, rmarkdown,
roxygen2, rvest, stringr, testthat",,MIT + file LICENSE,,,,,no,4.2.1
rgbif,/usr/local/lib/R/site-library,3.7.3,,,"xml2, ggplot2, crul (>= 0.7.4), data.table, whisker, magrittr,
jsonlite (>= 1.6), oai (>= 0.2.2), tibble, lazyeval, R6,
conditionz, stats, wk",,"testthat, sp, rgeos, png, raster, protolite (>= 2.0), sf,
randgeo, vcr (>= 0.5.0), knitr, rmarkdown",,MIT + file LICENSE,,,,,no,4.2.1
rgdal,/usr/local/lib/R/site-library,1.6-5,,"R (>= 3.5.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils",sp,"knitr, DBI, RSQLite, maptools, mapview, rmarkdown, curl,
rgeos",,GPL (>= 2),,,,,yes,4.2.2
RGeodata,/usr/local/lib/R/site-library,0.0.0.9000,,R (>= 2.10),,,,,"`use_mit_license()`, `use_gpl3_license()` or friends to pick a
license",,,,,no,4.2.2
rgeos,/usr/local/lib/R/site-library,0.6-1,,"R (>= 3.3.0), methods, sp (>= 1.1-0)","utils, stats, graphics",sp,"maptools (>= 0.8-5), testthat, XML, maps, rgdal",,GPL (>= 2),,,,,yes,4.2.2
rhub,/usr/local/lib/R/site-library,1.1.2,,,"assertthat, callr, cli (>= 1.1.0), crayon, desc, digest, httr,
jsonlite, parsedate, pillar, prettyunits, processx, R6,
rappdirs, rcmdcheck (>= 1.2.1), rematch, tibble, utils, uuid,
whoami, withr",,"covr, testthat, knitr, rmarkdown",,MIT + file LICENSE,,,,,no,4.2.1
ridigbio,/usr/local/lib/R/site-library,0.3.6,,R (>= 3.0.1),"httr, jsonlite, plyr, stats",,testthat,,MIT + file LICENSE,,,,,no,4.2.1
RJSONIO,/usr/local/lib/R/site-library,1.3-1.6,,,methods,,,,BSD_3_clause + file LICENSE,,,,,yes,4.2.2
rlang,/usr/local/lib/R/site-library,1.0.6,,R (>= 3.4.0),utils,,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr",winch,MIT + file LICENSE,,,,,yes,4.2.1
rmarkdown,/usr/local/lib/R/site-library,2.20,,R (>= 3.0),"bslib (>= 0.2.5.1), evaluate (>= 0.13), htmltools (>= 0.5.1),
jquerylib, jsonlite, knitr (>= 1.22), methods, stringr (>=
1.2.0), tinytex (>= 0.31), tools, utils, xfun (>= 0.36), yaml
(>= 2.1.19)",,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, withr (>= 2.4.2)",,GPL-3,,,,,no,4.2.2
rnaturalearth,/usr/local/lib/R/site-library,0.3.2,,R (>= 3.1.1),"sp (>= 1.0.15), utils (>= 3.2.3), sf (>= 0.3-4), httr (>=
1.1.0), jsonlite",,"ggrepel, rgdal, knitr (>= 1.12.3), testthat (>= 0.9.1),
devtools (>= 1.10.0), rnaturalearthdata (>= 0.1.0),
rnaturalearthhires (>= 0.1.0), terra, rgeos, pbapply, ggplot2,
dplyr, purrr, rmarkdown, tmap, svglite",,MIT + file LICENSE,,,,,no,4.2.2
rnaturalearthdata,/usr/local/lib/R/site-library,0.1.0,,R (>= 3.1.1),sp (>= 1.0.15),,"knitr (>= 1.12.3), testthat (>= 0.9.1)",,CC0,,,,,no,4.2.1
